patient_id,Value,anomaly_kmeans,rolling_mean,rolling_std,z_score,anomaly_if,anomaly_svm,anomaly_lof,anomaly_dbscan,diff,cumsum,cumprod
10004,413,0,411.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,16281,-4455273892306485248
10004,414,0,412.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,16695,-4264257936236216320
10004,415,0,413.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,17110,-3043870398149033984
10004,416,0,414.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,17526,3531385057811890176
10004,376,0,406.8,17.25398504693916,-1.7850948587360635,-1,1,1,0,-40.0,17902,3166593487994880000
10004,377,0,399.6,21.102132593650346,-1.0709818024174669,-1,1,1,0,1.0,18279,-2066026329056215040
10004,378,0,392.4,21.102132593650346,-0.6823954847261718,1,1,1,0,1.0,18657,-8260727616504332288
10004,379,0,385.2,17.25398504693916,-0.3593372767585574,1,1,-1,0,1.0,19036,-3130001741022494720
10004,380,0,378.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,19416,6507701461550366720
10004,381,0,379.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,19797,-4368491638549381120
10004,382,0,380.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,20179,5521413143156228096
10004,383,0,381.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,20562,-1152921504606846976
10004,384,0,382.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,20946,-1152921504606846976
10004,385,0,383.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,21331,-2305843009213693952
10004,386,0,384.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,21717,-6917529027641081856
10004,387,0,385.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,22104,-9223372036854775808
10004,388,0,386.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,22492,-9223372036854775808
10004,389,0,387.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,22881,0
10004,390,0,388.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,23271,0
10004,391,0,389.0,1.5811388300841898,1.2649110640673518,1,1,-1,0,1.0,23662,0
10004,392,0,390.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,24054,0
10004,393,0,391.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,24447,0
10004,394,0,392.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,24841,0
10004,395,0,393.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,25236,0
10004,396,0,394.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,25632,0
10004,397,0,395.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,26029,0
10004,398,0,396.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,26427,0
10004,399,0,397.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,26826,0
10004,400,0,398.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,27226,0
10004,401,0,399.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,27627,0
10004,402,0,400.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,28029,0
10004,403,0,401.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,28432,0
10004,404,0,402.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,28836,0
10004,405,0,403.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,29241,0
10004,406,0,404.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,29647,0
10004,407,0,405.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,30054,0
10004,408,0,406.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,30462,0
10004,409,0,407.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,30871,0
10004,410,0,408.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,31281,0
10004,411,0,409.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,31692,0
10004,412,0,410.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,32104,0
10004,413,0,411.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,32517,0
10004,414,0,412.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,32931,0
10004,415,0,413.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,33346,0
10004,416,0,414.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,33762,0
10004,417,0,415.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,34179,0
10004,418,0,416.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,34597,0
10004,419,0,417.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,35016,0
10004,420,0,418.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,35436,0
10004,421,0,419.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,35857,0
10004,422,0,420.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,36279,0
10004,423,0,421.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,36702,0
10004,424,0,422.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,37126,0
10004,425,0,423.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,37551,0
10004,426,0,424.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,37977,0
10004,427,0,425.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,38404,0
10004,428,0,426.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,38832,0
10004,429,0,427.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,39261,0
10004,430,0,428.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,39691,0
10004,431,0,429.0,1.5811388300841898,1.2649110640673518,1,1,1,0,1.0,40122,0
10065,48,0,353.2,170.61564992696304,-1.7888159739780591,-1,1,1,0,-383.0,40170,0
10065,49,0,277.4,208.95765121191423,-1.0930444454908632,-1,1,1,0,1.0,40219,0
10065,50,0,201.6,208.95765121191423,-0.7255058578652139,-1,1,1,0,1.0,40269,0
10065,51,0,125.8,170.615649926963,-0.4384123029277814,-1,1,1,0,1.0,40320,0
10065,52,0,50.0,1.5811388300773046,1.2649110640728598,1,1,1,0,1.0,40372,0
10065,53,0,51.0,1.5811388300773392,1.264911064072832,1,1,1,0,1.0,40425,0
10065,54,0,52.0,1.581138830077374,1.2649110640728043,1,1,1,0,1.0,40479,0
10065,55,0,53.0,1.581138830077409,1.2649110640727763,1,1,1,0,1.0,40534,0
10065,56,0,54.0,1.5811388300774438,1.2649110640727483,1,1,1,0,1.0,40590,0
10065,57,0,55.0,1.5811388300774787,1.2649110640727206,1,1,1,0,1.0,40647,0
10065,58,0,56.0,1.5811388300775135,1.2649110640726926,1,1,1,0,1.0,40705,0
10065,59,0,57.0,1.5811388300775482,1.2649110640726648,1,1,1,0,1.0,40764,0
10065,60,0,58.0,1.581138830077583,1.264911064072637,1,1,1,0,1.0,40824,0
10065,61,0,59.0,1.581138830077618,1.2649110640726091,1,1,1,0,1.0,40885,0
10065,62,0,60.0,1.5811388300776528,1.2649110640725814,1,1,1,0,1.0,40947,0
10065,63,0,61.0,1.5811388300776876,1.2649110640725534,1,1,1,0,1.0,41010,0
10065,64,0,62.0,1.5811388300777225,1.2649110640725254,1,1,1,0,1.0,41074,0
10065,65,0,63.0,1.5811388300777574,1.2649110640724976,1,1,1,0,1.0,41139,0
10065,66,0,64.0,1.581138830077792,1.26491106407247,1,1,1,0,1.0,41205,0
10065,67,0,65.0,1.5811388300778269,1.264911064072442,1,1,1,0,1.0,41272,0
10065,68,0,66.0,1.5811388300778617,1.2649110640724142,1,1,1,0,1.0,41340,0
10065,69,0,67.0,1.5811388300778966,1.2649110640723862,1,1,1,0,1.0,41409,0
10065,70,0,68.0,1.5811388300779314,1.2649110640723584,1,1,1,0,1.0,41479,0
10217,256,0,106.0,83.86000238492713,1.7886953939195305,1,1,1,0,186.0,41735,0
10217,257,0,144.0,102.70102239023713,1.1002811595256514,1,1,1,0,1.0,41992,0
10217,258,0,182.0,102.70102239023716,0.7400121072915884,1,1,1,0,1.0,42250,0
10217,259,0,220.0,83.86000238492721,0.4650608024190775,1,1,1,0,1.0,42509,0
10217,260,0,258.0,1.581138830084785,1.2649110640668755,1,1,1,0,1.0,42769,0
10217,261,0,259.0,1.5811388300848255,1.264911064066843,1,1,1,0,1.0,43030,0
10217,262,0,260.0,1.5811388300848659,1.2649110640668109,1,1,1,0,1.0,43292,0
10217,263,0,261.0,1.5811388300849065,1.2649110640667782,1,1,1,0,1.0,43555,0
10217,264,0,262.0,1.581138830084947,1.264911064066746,1,1,1,0,1.0,43819,0
10217,265,0,263.0,1.5811388300849873,1.2649110640667136,1,1,1,0,1.0,44084,0
10217,266,0,264.0,1.5811388300850278,1.2649110640666812,1,1,1,0,1.0,44350,0
10217,267,0,265.0,1.5811388300850682,1.264911064066649,1,1,1,0,1.0,44617,0
10217,268,0,266.0,1.5811388300851086,1.2649110640666166,1,1,1,0,1.0,44885,0
10217,269,0,267.0,1.5811388300851492,1.2649110640665842,1,1,1,0,1.0,45154,0
10217,270,0,268.0,1.5811388300851896,1.2649110640665517,1,1,1,0,1.0,45424,0
10217,271,0,269.0,1.58113883008523,1.2649110640665195,1,1,1,0,1.0,45695,0
10217,272,0,270.0,1.5811388300852705,1.2649110640664871,1,1,1,0,1.0,45967,0
10217,273,0,271.0,1.5811388300853109,1.2649110640664547,1,1,1,0,1.0,46240,0
10217,274,0,272.0,1.5811388300853513,1.2649110640664225,1,1,1,0,1.0,46514,0
10217,275,0,273.0,1.5811388300853917,1.26491106406639,1,1,1,0,1.0,46789,0
10217,276,0,274.0,1.5811388300854323,1.2649110640663577,1,1,1,0,1.0,47065,0
10217,277,0,275.0,1.5811388300854727,1.2649110640663253,1,1,1,0,1.0,47342,0
10217,278,0,276.0,1.5811388300855131,1.264911064066293,1,1,1,0,1.0,47620,0
10217,279,0,277.0,1.5811388300855536,1.2649110640662606,1,1,1,0,1.0,47899,0
10217,280,0,278.0,1.581138830085594,1.2649110640662282,1,1,1,0,1.0,48179,0
10217,281,0,279.0,1.5811388300856344,1.264911064066196,1,1,1,0,1.0,48460,0
10217,282,0,280.0,1.5811388300856748,1.2649110640661636,1,1,1,0,1.0,48742,0
10217,283,0,281.0,1.5811388300857154,1.2649110640661312,1,1,1,0,1.0,49025,0
10217,284,0,282.0,1.5811388300857558,1.2649110640660988,1,1,1,0,1.0,49309,0
10217,285,0,283.0,1.5811388300857963,1.2649110640660666,1,1,1,0,1.0,49594,0
10217,286,0,284.0,1.5811388300858367,1.2649110640660342,1,1,1,0,1.0,49880,0
10217,287,0,285.0,1.581138830085877,1.2649110640660017,1,1,1,0,1.0,50167,0
10217,288,0,286.0,1.5811388300859175,1.2649110640659695,1,1,1,0,1.0,50455,0
10217,289,0,287.0,1.581138830085958,1.2649110640659371,1,1,1,0,1.0,50744,0
10217,290,0,288.0,1.5811388300859985,1.2649110640659047,1,1,1,0,1.0,51034,0
10217,291,0,289.0,1.581138830086039,1.2649110640658723,1,1,1,0,1.0,51325,0
10217,292,0,290.0,1.5811388300860794,1.26491106406584,1,1,1,0,1.0,51617,0
10217,293,0,291.0,1.5811388300861198,1.2649110640658077,1,1,1,0,1.0,51910,0
10217,294,0,292.0,1.5811388300861602,1.2649110640657752,1,1,1,0,1.0,52204,0
10217,295,0,293.0,1.5811388300862006,1.264911064065743,1,-1,1,0,1.0,52499,0
10217,296,0,294.0,1.581138830086241,1.2649110640657106,1,-1,1,0,1.0,52795,0
10217,297,0,295.0,1.5811388300862816,1.2649110640656782,1,-1,1,0,1.0,53092,0
10217,298,0,296.0,1.581138830086322,1.2649110640656458,1,-1,1,0,1.0,53390,0
10217,299,0,297.0,1.5811388300863625,1.2649110640656136,1,-1,1,0,1.0,53689,0
10217,300,0,298.0,1.5811388300864029,1.2649110640655812,1,-1,1,0,1.0,53989,0
10217,349,0,308.6,22.61194374661338,1.7866663942170269,1,1,1,0,49.0,54338,0
10217,350,0,319.2,27.671284755139386,1.113067220136193,1,1,1,0,1.0,54688,0
10217,351,0,329.8,27.67128475513943,0.7661371774963387,1,1,1,0,1.0,55039,0
10217,352,0,340.4,22.61194374661352,0.5130032221019167,1,1,1,0,1.0,55391,0
10217,353,0,351.0,1.5811388300894251,1.2649110640631633,1,1,1,0,1.0,55744,0
10217,354,0,352.0,1.581138830089506,1.2649110640630987,1,1,1,0,1.0,56098,0
10217,355,0,353.0,1.5811388300895868,1.264911064063034,1,1,1,0,1.0,56453,0
10217,356,0,354.0,1.5811388300896676,1.2649110640629695,1,1,1,0,1.0,56809,0
10217,357,0,355.0,1.5811388300897486,1.2649110640629047,1,1,1,0,1.0,57166,0
10217,358,0,356.0,1.5811388300898295,1.2649110640628398,1,1,1,0,1.0,57524,0
10217,359,0,357.0,1.5811388300899103,1.2649110640627752,1,1,1,0,1.0,57883,0
10292,20,1,290.0,150.93872929106035,-1.7888053070815886,-1,-1,1,0,-339.0,57903,0
10292,21,1,223.0,184.8580536519845,-1.0927303193416018,-1,-1,-1,0,1.0,57924,0
10292,22,1,156.0,184.85805365198448,-0.7248805088701716,-1,-1,-1,0,1.0,57946,0
10292,23,1,89.0,150.9387292910602,-0.4372635195088332,-1,-1,-1,0,1.0,57969,0
10292,24,1,22.0,1.5811388300646685,1.2649110640829686,1,-1,-1,0,1.0,57993,0
10292,25,1,23.0,1.581138830064741,1.2649110640829107,1,-1,1,0,1.0,58018,0
10292,26,1,24.0,1.5811388300648135,1.2649110640828527,1,-1,1,0,1.0,58044,0
10494,292,0,78.0,119.63486114005377,1.788776264382295,-1,1,1,0,266.0,58336,0
10494,293,0,132.0,146.5179169931103,1.0988417205492396,-1,1,1,0,1.0,58629,0
10494,294,0,186.0,146.51791699311036,0.7371112162690548,-1,1,1,0,1.0,58923,0
10494,295,0,240.0,119.63486114005396,0.4597322174814303,1,-1,1,0,1.0,59218,0
10494,296,0,294.0,1.5811388300848053,1.2649110640668593,1,-1,1,0,1.0,59514,0
10494,297,0,295.0,1.5811388300848863,1.2649110640667944,1,-1,1,0,1.0,59811,0
10494,298,0,296.0,1.5811388300849671,1.2649110640667298,1,-1,1,0,1.0,60109,0
10494,299,0,297.0,1.581138830085048,1.2649110640666652,1,-1,1,0,1.0,60408,0
10494,300,0,298.0,1.5811388300851288,1.2649110640666004,1,-1,1,0,1.0,60708,0
10494,301,0,299.0,1.5811388300852098,1.2649110640665355,1,-1,1,0,1.0,61009,0
10494,302,0,300.0,1.5811388300852907,1.264911064066471,1,-1,1,0,1.0,61311,0
10494,303,0,301.0,1.5811388300853715,1.2649110640664063,1,-1,1,0,1.0,61614,0
10494,304,0,302.0,1.5811388300854525,1.2649110640663415,1,-1,1,0,1.0,61918,0
10494,305,0,303.0,1.5811388300855334,1.2649110640662768,1,1,1,0,1.0,62223,0
10917,179,0,278.6,55.68931674926528,-1.7884938407206095,-1,1,1,0,-126.0,62402,0
10917,180,0,254.2,68.1960409408053,-1.0880397010789258,1,1,1,0,1.0,62582,0
10917,181,0,229.8,68.19604094080526,-0.7155840621651164,1,1,1,0,1.0,62763,0
10917,182,0,205.4,55.68931674926514,-0.4201883119765298,1,1,1,0,1.0,62945,0
10917,183,0,181.0,1.5811388300770344,1.264911064073076,1,1,1,0,1.0,63128,0
10917,184,0,182.0,1.5811388300771039,1.2649110640730203,1,1,1,0,1.0,63312,0
10917,185,0,183.0,1.5811388300771736,1.2649110640729646,1,1,1,0,1.0,63497,0
10917,186,0,184.0,1.5811388300772433,1.2649110640729089,1,1,1,0,1.0,63683,0
10917,187,0,185.0,1.5811388300773128,1.2649110640728531,1,1,-1,0,1.0,63870,0
10917,188,0,186.0,1.5811388300773825,1.2649110640727974,1,1,1,0,1.0,64058,0
10917,189,0,187.0,1.5811388300774523,1.2649110640727417,1,1,-1,0,1.0,64247,0
10917,190,0,188.0,1.581138830077522,1.264911064072686,1,1,1,0,1.0,64437,0
10917,191,0,189.0,1.5811388300775915,1.2649110640726302,1,1,-1,0,1.0,64628,0
10917,192,0,190.0,1.5811388300776612,1.2649110640725745,1,1,1,0,1.0,64820,0
10917,193,0,191.0,1.581138830077731,1.2649110640725187,1,1,1,0,1.0,65013,0
10917,194,0,192.0,1.5811388300778004,1.2649110640724632,1,1,1,0,1.0,65207,0
10917,195,0,193.0,1.5811388300778701,1.2649110640724073,1,1,1,0,1.0,65402,0
10917,196,0,194.0,1.5811388300779399,1.2649110640723515,1,1,1,0,1.0,65598,0
10917,197,0,195.0,1.5811388300780094,1.264911064072296,1,1,1,0,1.0,65795,0
10917,198,0,196.0,1.581138830078079,1.2649110640722403,1,1,1,0,1.0,65993,0
10917,199,0,197.0,1.5811388300781488,1.2649110640721843,1,1,1,0,1.0,66192,0
10917,200,0,198.0,1.5811388300782185,1.2649110640721286,1,1,-1,0,1.0,66392,0
10917,201,0,199.0,1.581138830078288,1.264911064072073,1,1,1,0,1.0,66593,0
10917,202,0,200.0,1.5811388300783578,1.2649110640720174,1,1,1,0,1.0,66795,0
10917,203,0,201.0,1.5811388300784275,1.2649110640719614,1,1,1,0,1.0,66998,0
10917,204,0,202.0,1.581138830078497,1.264911064071906,1,1,1,0,1.0,67202,0
10917,205,0,203.0,1.5811388300785667,1.2649110640718502,1,1,1,0,1.0,67407,0
10917,206,0,204.0,1.5811388300786364,1.2649110640717944,1,1,1,0,1.0,67613,0
10917,207,0,205.0,1.581138830078706,1.2649110640717387,1,1,1,0,1.0,67820,0
10917,208,0,206.0,1.5811388300787756,1.264911064071683,1,1,1,0,1.0,68028,0
10917,209,0,207.0,1.5811388300788454,1.2649110640716272,1,1,1,0,1.0,68237,0
10917,210,0,208.0,1.581138830078915,1.2649110640715715,1,1,1,0,1.0,68447,0
10917,211,0,209.0,1.5811388300789846,1.2649110640715158,1,1,1,0,1.0,68658,0
10917,212,0,210.0,1.5811388300790543,1.26491106407146,1,1,1,0,1.0,68870,0
10917,213,0,211.0,1.581138830079124,1.2649110640714043,1,1,1,0,1.0,69083,0
10917,214,0,212.0,1.5811388300791935,1.2649110640713486,1,1,1,0,1.0,69297,0
10917,215,0,213.0,1.5811388300792633,1.2649110640712928,1,1,1,0,1.0,69512,0
10917,216,0,214.0,1.581138830079333,1.264911064071237,1,1,1,0,1.0,69728,0
10917,217,0,215.0,1.5811388300794025,1.2649110640711816,1,1,1,0,1.0,69945,0
10917,218,0,216.0,1.5811388300794722,1.2649110640711256,1,1,1,0,1.0,70163,0
10917,219,0,217.0,1.581138830079542,1.26491106407107,1,1,1,0,1.0,70382,0
10917,220,0,218.0,1.5811388300796116,1.2649110640710142,1,1,1,0,1.0,70602,0
10917,221,0,219.0,1.5811388300796811,1.2649110640709587,1,1,1,0,1.0,70823,0
10917,222,0,220.0,1.5811388300797509,1.2649110640709027,1,1,1,0,1.0,71045,0
10917,223,0,221.0,1.5811388300798206,1.264911064070847,1,1,1,0,1.0,71268,0
10917,224,0,222.0,1.58113883007989,1.2649110640707915,1,1,1,0,1.0,71492,0
10917,225,0,223.0,1.5811388300799598,1.2649110640707357,1,1,1,0,1.0,71717,0
10917,226,0,224.0,1.5811388300800295,1.2649110640706798,1,1,1,0,1.0,71943,0
10917,227,0,225.0,1.581138830080099,1.2649110640706243,1,1,1,0,1.0,72170,0
10917,228,0,226.0,1.5811388300801688,1.2649110640705685,1,1,1,0,1.0,72398,0
10917,229,0,227.0,1.5811388300802385,1.2649110640705128,1,1,1,0,1.0,72627,0
10917,230,0,228.0,1.581138830080308,1.264911064070457,1,1,1,0,1.0,72857,0
10917,231,0,229.0,1.5811388300803777,1.2649110640704013,1,1,1,0,1.0,73088,0
10917,232,0,230.0,1.5811388300804474,1.2649110640703456,1,1,1,0,1.0,73320,0
10917,233,0,231.0,1.5811388300805171,1.2649110640702899,1,1,1,0,1.0,73553,0
10917,234,0,232.0,1.5811388300805866,1.2649110640702341,1,1,1,0,1.0,73787,0
10917,235,0,233.0,1.5811388300806564,1.2649110640701784,1,1,1,0,1.0,74022,0
10917,236,0,234.0,1.581138830080726,1.2649110640701227,1,1,1,0,1.0,74258,0
10917,237,0,235.0,1.5811388300807956,1.264911064070067,1,1,1,0,1.0,74495,0
10917,238,0,236.0,1.5811388300808653,1.2649110640700112,1,1,1,0,1.0,74733,0
10917,239,0,237.0,1.581138830080935,1.2649110640699555,1,1,1,0,1.0,74972,0
10917,240,0,238.0,1.5811388300810045,1.2649110640699,1,1,1,0,1.0,75212,0
10917,241,0,239.0,1.5811388300810743,1.264911064069844,1,1,1,0,1.0,75453,0
10917,242,0,240.0,1.581138830081144,1.2649110640697883,1,1,1,0,1.0,75695,0
10917,243,0,241.0,1.5811388300812137,1.2649110640697325,1,1,1,0,1.0,75938,0
10917,244,0,242.0,1.5811388300812832,1.264911064069677,1,1,1,0,1.0,76182,0
10917,245,0,243.0,1.581138830081353,1.264911064069621,1,1,1,0,1.0,76427,0
10917,246,0,244.0,1.5811388300814226,1.2649110640695653,1,1,1,0,1.0,76673,0
10917,247,0,245.0,1.5811388300814921,1.2649110640695098,1,1,1,0,1.0,76920,0
10917,248,0,246.0,1.5811388300815619,1.264911064069454,1,1,1,0,1.0,77168,0
10917,249,0,247.0,1.5811388300816316,1.2649110640693981,1,1,1,0,1.0,77417,0
10917,250,0,248.0,1.581138830081701,1.2649110640693426,1,1,1,0,1.0,77667,0
10917,251,0,249.0,1.5811388300817708,1.2649110640692869,1,1,1,0,1.0,77918,0
10917,252,0,250.0,1.5811388300818405,1.2649110640692312,1,1,1,0,1.0,78170,0
10917,253,0,251.0,1.5811388300819103,1.2649110640691752,1,1,1,0,1.0,78423,0
10917,254,0,252.0,1.5811388300819798,1.2649110640691197,1,1,1,0,1.0,78677,0
10917,255,0,253.0,1.5811388300820495,1.264911064069064,1,1,1,0,1.0,78932,0
10917,256,0,254.0,1.5811388300821192,1.2649110640690082,1,1,1,0,1.0,79188,0
10917,257,0,255.0,1.5811388300821887,1.2649110640689525,1,1,1,0,1.0,79445,0
10917,258,0,256.0,1.5811388300822584,1.2649110640688968,1,1,1,0,1.0,79703,0
10917,259,0,257.0,1.5811388300823337,1.2649110640688366,1,1,1,0,1.0,79962,0
10917,260,0,258.0,1.5811388300824145,1.264911064068772,1,1,1,0,1.0,80222,0
10917,261,0,259.0,1.5811388300824956,1.2649110640687071,1,1,1,0,1.0,80483,0
10917,262,0,260.0,1.5811388300825764,1.2649110640686423,1,1,1,0,1.0,80745,0
10917,263,0,261.0,1.5811388300826572,1.2649110640685777,1,1,1,0,1.0,81008,0
10917,264,0,262.0,1.5811388300827383,1.2649110640685128,1,1,1,0,1.0,81272,0
10917,265,0,263.0,1.581138830082819,1.2649110640684482,1,1,1,0,1.0,81537,0
10917,266,0,264.0,1.5811388300829,1.2649110640683836,1,1,1,0,1.0,81803,0
10917,267,0,265.0,1.5811388300829807,1.264911064068319,1,1,1,0,1.0,82070,0
10917,268,0,266.0,1.5811388300830618,1.2649110640682542,1,1,1,0,1.0,82338,0
10917,269,0,267.0,1.5811388300831426,1.2649110640681893,1,1,1,0,1.0,82607,0
10917,270,0,268.0,1.5811388300832234,1.2649110640681247,1,1,1,0,1.0,82877,0
10917,271,0,269.0,1.5811388300833045,1.2649110640680599,1,1,1,0,1.0,83148,0
