CUST_ID,Value,anomaly_kmeans,rolling_mean,rolling_std,z_score,anomaly_if,anomaly_svm,anomaly_lof,anomaly_dbscan,diff,cumsum,cumprod
C10056,417.016763,0,2746.404094,3177.907693109026,-0.7329940186906759,1,1,1,0,-2693.0359789999998,104591.84265000004,2.3428493401746216e+149
C10057,0.0,0,1123.7446248,1221.726516854408,-0.9198004703158258,1,-1,1,0,-417.016763,104591.84265000004,2.3428493401746216e+149
C10058,0.0,0,843.7789568000001,1300.4940037939084,-0.6488141847163144,1,-1,1,0,0.0,104591.84265000004,2.3428493401746216e+149
C10059,5678.729613,0,1841.1598236000002,2507.2372033781485,1.5305970189934228,1,1,1,0,5678.729613,110270.57226300004,1.3306750776187311e+153
C10060,764.938728,0,1372.1370208,2428.6418136754373,-0.2500155804700914,1,1,1,0,-4913.790885,111035.51099100003,1.019215576332592e+156
C10061,2110.557023,0,1710.8450728,2379.737270523356,0.16796473928069144,1,1,1,0,1345.6182949999998,113146.06801400003,2.1521318081560772e+159
C10062,3509.686561,0,2412.782385,2263.7279978016663,0.4845565266963244,1,1,1,0,1399.1295380000001,116655.75457500003,7.55546021639417e+162
C10063,338.083661,0,2480.3991172,2177.030870116365,-0.9840537796717098,1,1,1,0,-3171.6029,116993.83823600003,2.5619331107147877e+165
C10064,4372.148648,1,2219.0829242,1729.5824063235718,1.2448471468766795,1,1,1,0,4034.064987,121365.98688400003,1.120371431938881e+169
C10065,0.0,0,2066.0951786,1914.3268157939476,-1.0792802783484532,1,-1,1,0,-4372.148648,121365.98688400003,1.120371431938881e+169
C10067,3688.045998,0,2381.5929736,2048.7582789562284,0.6376804124816486,1,1,-1,0,3688.045998,125054.03288200003,4.1331017472676586e+172
C10068,777.451648,0,1835.145991,2036.9888726357988,-0.5192440455658343,1,1,1,0,-2910.5943500000003,125831.48453000003,3.217419866512188e+175
C10069,146.074769,0,1796.7442126,2073.7458353864376,-0.7959844525944046,1,1,1,0,-631.3768789999999,125977.55929900003,4.732012836432909e+177
C10070,540.022225,0,1030.3189280000001,1517.5054137464163,-0.3230938740373624,1,1,1,0,393.94745600000005,126517.58152400002,2.5601241134954937e+180
C10071,6876.836205,0,2405.6861689999996,2866.763098940309,1.5596510355713549,1,1,1,0,6336.81398,133394.41772900004,1.7608114317092835e+184
C10072,1623.816348,0,1992.8402389999999,2783.342753693534,-0.13258298515707417,1,1,1,0,-5253.019856999999,135018.23407700003,2.8609951999865294e+187
C10073,1288.214909,0,2094.9928912,2736.5644129519587,-0.29481417589937914,1,1,1,0,-335.601439,136306.44898600003,3.68843766640007e+190
C10074,28232.69446,1,7712.316829400001,11742.706879848625,1.7474997750147816,-1,-1,-1,0,26944.479551,164539.14344600003,1.0413822210789499e+195
C10075,910.457985,0,7786.403981399999,11687.179822144399,-0.5883323522901336,-1,1,1,0,-27322.236474999998,165449.60143100002,9.491761408394442e+197
C10077,889.017418,0,6588.840224,12103.062854918919,-0.4709405275610447,-1,1,1,0,-21.440566999999987,166338.61884900002,8.447832980971265e+200
C10078,1305.177304,0,6525.112415199999,12136.534178620897,-0.4301009690554963,-1,1,1,0,416.15988600000003,167643.79615300003,1.103436770772733e+204
C10079,1990.044998,0,6665.478432999999,12064.670274904667,-0.3875309750259166,-1,1,1,0,684.867694,169633.84115100003,2.1969922630563227e+207
C10080,2959.920544,0,1610.9236498,875.9005651709775,1.5401256122453502,1,1,1,0,969.875546,172593.76169500002,6.505119526692519e+210
C10081,1438.910569,0,1716.6141665999999,798.7319835155434,-0.34768057788009665,1,1,1,0,-1521.0099750000002,174032.67226400002,9.366790359092835e+213
C10082,29.278671,0,1544.6664171999998,1068.438776879901,-1.4183196819431223,1,1,1,0,-1409.6318979999999,174061.95093500003,2.836139636089438e+215
C10083,1624.583114,0,1608.5475792,1060.0558132188403,0.015127066518609468,1,1,1,0,1595.304443,175686.53404900004,4.610380701373095e+218
C10084,357.802082,0,1282.098996,1159.8333866772418,-0.7969221481440361,1,1,1,0,-1266.781032,176044.33613100005,1.6542141944652868e+221
C10085,116.569033,0,713.4286938,759.4898491917562,-0.7858691744664842,1,1,1,0,-241.233049,176160.90516400005,1.9448436321815771e+223
C10086,210.053432,0,467.6572663999999,658.0927089739348,-0.39144003707569247,1,1,1,0,93.48439899999998,176370.95859600004,4.1046592327526747e+225
C10087,725.606194,0,606.922771,614.3556597985931,0.19318357551863108,1,1,1,0,515.552762,177096.56479000003,2.982470822777381e+228
C10088,4921.066897,1,1266.2195275999998,2056.245207093216,1.7774375141603989,1,1,1,0,4195.460703,182017.63168700004,1.46799209080609e+232
C10089,1275.229436,0,1449.7049983999998,1994.9374513866812,-0.08745916433556437,1,1,1,0,-3645.8374609999996,183292.86112300004,1.873494718101917e+235
C10090,4589.873897,1,2344.3659712,2236.0914375319767,1.004211137393566,1,1,1,0,3314.6444610000003,187882.73502000005,8.600977997501465e+238
C10092,3021.575846,0,2906.670454,1892.274505104287,0.06072342659061902,1,1,1,0,-1568.2980510000002,190904.31086600004,2.599710834722538e+242
C10093,1073.844885,0,2976.3181922,1795.8817774020958,-1.0593533110804756,1,1,1,0,-1947.7309610000002,191978.15575100004,2.7942858931806003e+245
C10094,1502.205631,0,2292.5459390000005,1496.1620300501347,-0.5282451312933781,1,1,1,0,428.36074600000006,193480.36138200003,4.200386289252943e+248
C10095,6409.496345,0,3319.3993208,2213.380430488165,1.3960984662354103,1,1,1,0,4907.290714,199889.85772700002,2.69265609548441e+252
C10096,3056.424974,0,3012.7095362,2096.483273167606,0.02085179422106705,1,1,1,0,-3353.0713709999995,202946.28270100002,8.232593992727365e+255
C10097,440.840439,0,2496.5624548,2390.7823746725894,-0.8598532587398404,1,1,1,0,-2615.584535,203387.12314,3.6374929438554216e+258
C10098,0.0,0,2281.7934778,2590.4358558007025,-0.8808531092134295,1,-1,1,0,-440.840439,203387.12314,3.6374929438554216e+258
C10099,0.0,0,1981.3523515999998,2783.385151437113,-0.711849867625036,1,-1,1,0,0.0,203387.12314,3.6374929438554216e+258
C10100,151.823651,0,729.8178128000001,1313.0074386642266,-0.44020631169311264,1,1,1,0,151.823651,203538.94679100002,5.558949521667236e+260
C10101,417.128532,0,201.95852440000002,216.4778845400223,0.993958380816584,1,1,1,0,265.304881,203956.07532300003,2.3243554029568237e+263
C10102,0.0,0,113.79043660000002,181.86898849378719,-0.6256725654131364,1,-1,1,0,-417.128532,203956.07532300003,2.3243554029568237e+263
C10103,217.820198,0,157.35447620000002,173.70241504292915,0.3480994883407716,1,1,1,0,217.820198,204173.89552100003,5.08615909497382e+265
C10104,138.021428,0,184.9587618,152.06369440310175,-0.3086689034107973,1,1,1,0,-79.79877000000002,204311.91694900003,7.0708510041844795e+267
C10105,26.487919,0,159.8916154,168.34988263204872,-0.7924193014828035,1,1,1,0,-111.53350899999998,204338.40486800004,1.9436297966409165e+269
C10106,712.149153,0,218.89573959999998,289.299522614536,1.7049921442739921,1,1,1,0,685.6612339999999,205050.55402100005,1.3860979432200318e+272
C10107,9172.788366,1,2053.4534128,3988.4535033625593,1.7849863229439378,-1,1,-1,0,8460.639213,214223.34238700004,1.2715769185648458e+276
C10108,0.0,0,2009.8893732000001,4014.6194678160946,-0.500642561346756,1,-1,1,0,-9172.788366,214223.34238700004,1.2715769185648458e+276
C10109,2236.890255,0,2429.6631386,3877.346631749351,-0.049717732745763396,1,1,1,0,2236.890255,216460.23264200005,2.8456495945391967e+279
C10110,532.741699,0,2530.9138946,3804.8347153626114,-0.5251666222272597,1,1,1,0,-1704.1485559999996,216992.97434100005,1.518841849348012e+282
C10111,1097.78942,0,2608.041948,3762.421618327011,-0.4014043829228116,1,1,1,0,565.047721,218090.76376100004,1.6688873547168297e+285
C10112,1241.538024,0,1021.7918796,838.7128203959779,0.26200403649040693,1,1,1,0,143.7486039999999,219332.30178500005,2.0736559960084365e+288
C10113,577.050373,0,1137.2019542,689.3648736820642,-0.8125618269583351,1,1,1,0,-664.4876509999999,219909.35215800005,1.1986776219663633e+291
C10114,10857.94321,1,2861.4125452,4481.067984001684,1.7845144714048584,-1,-1,1,0,10280.892837,230767.29536800005,1.3016372224030586e+295
C10115,858.976682,0,2926.6595418,4440.879325438847,-0.46560212702822584,1,1,1,0,-9998.966527999999,231626.27205000006,1.1193776596898784e+298
C10116,0.0,0,2707.1016578000003,4578.896661901867,-0.5912126561676088,1,-1,1,0,-858.976682,231626.27205000006,1.1193776596898784e+298
C10117,1509.423237,0,2760.6787004,4558.985163908969,-0.2744592093226176,1,1,1,0,1509.423237,233135.69528700007,1.6907340281742706e+301
C10118,1277.76778,0,2900.8221817999997,4485.252892750075,-0.36186463519671125,1,1,1,0,-231.65545700000007,234413.46306700006,2.1620561997788692e+304
C10119,1884.227778,0,1106.0790954,721.4827512150745,1.0785409371041683,1,1,1,0,606.459998,236297.69084500006,4.0759684054202414e+307
C10120,552.432305,0,1044.7702199999999,759.7402049387582,-0.6480345673422491,1,1,1,0,-1331.795473,236850.12315000006,inf
C10121,1206.81188,0,1286.132596,487.9176211811858,-0.1625698940898562,1,1,1,0,654.3795749999999,238056.93503000005,inf
C10122,687.691735,0,1121.7862956000001,530.4428908272835,-0.818362481817755,1,1,1,0,-519.120145,238744.62676500005,inf
C10123,1969.845566,0,1260.2018528,656.6122546788256,1.0807652585575243,1,1,1,0,1282.153831,240714.47233100006,inf
C10124,932.418855,0,1069.8400682,561.5611954903482,-0.2447128012112828,1,1,1,0,-1037.426711,241646.89118600005,inf
C10125,1888.756861,0,1337.1049793999998,571.656619273907,0.9650056747364949,1,1,1,0,956.3380060000001,243535.64804700005,inf
C10126,0.0,0,1095.7426034,834.6795212657786,-1.3127704412087686,1,-1,1,0,-1888.756861,243535.64804700005,inf
C10127,3564.977774,0,1671.1998112,1328.6855759888265,1.4253018148335235,1,1,1,0,3564.977774,247100.62582100005,inf
C10128,1065.426905,0,1490.316079,1339.3840322622152,-0.3172272953578247,1,1,1,0,-2499.5508689999997,248166.05272600005,inf
C10130,3066.614272,0,1917.1551623999999,1452.438209411623,0.7913996630986742,1,1,1,0,2001.1873669999998,251232.66699800006,inf
C10131,11628.71557,1,3865.1469042,4576.531081642839,1.696387182191519,-1,-1,1,0,8562.101298000001,262861.38256800006,inf
C10132,385.853874,0,3942.3176789999998,4497.635204235309,-0.7907408323491794,1,1,1,0,-11242.861696,263247.2364420001,inf
C10133,1004.35474,0,3430.1930721999997,4692.8875035549545,-0.5169180659801412,1,1,1,0,618.500866,264251.59118200006,inf
C10134,2606.059389,0,3738.3195690000002,4547.118320876114,-0.2490060957511751,1,1,1,0,1601.704649,266857.65057100006,inf
C10135,0.0,0,3124.9967146000004,4856.649067811378,-0.6434470909812438,1,-1,1,0,-2606.059389,266857.65057100006,inf
C10136,0.0,0,799.2536006,1090.3125245171318,-0.7330500041297485,1,-1,1,0,0.0,266857.65057100006,inf
C10137,1906.032044,0,1103.2892346,1156.178669106634,0.6943068842640645,1,1,1,0,1906.032044,268763.68261500006,inf
C10138,319.762903,0,966.3708672,1210.102138356525,-0.5343416424981919,1,1,1,0,-1586.269141,269083.44551800005,inf
C10139,10664.65866,1,2578.0907214,4589.046523036093,1.762145556382366,-1,-1,1,0,10344.895756999998,279748.10417800007,inf
C10140,554.116542,0,2688.9140297999998,4517.352727124708,-0.47257710804416125,1,1,1,0,-10110.542118,280302.22072000004,inf
C10141,1020.783647,0,2893.0707592,4386.624645117611,-0.4268172601190958,1,1,1,0,466.667105,281323.004367,inf
C10142,1015.311953,0,2714.926741,4454.294539022667,-0.38156766983193685,1,1,1,0,-5.471693999999957,282338.31632000004,inf
C10143,972.358048,0,2845.44577,4375.429096550815,-0.42809234949700575,1,1,1,0,-42.95390499999996,283310.67436800007,inf
C10144,23018.57583,1,5316.229204,9897.837534351422,1.7885064858422117,-1,-1,-1,0,22046.217782,306329.25019800005,inf
C10145,1061.292471,0,5417.6643898,9839.259061755158,-0.44275406221725166,-1,1,-1,0,-21957.283359,307390.54266900005,inf
C10146,492.200419,0,5311.947744200001,9900.95741017987,-0.48679608703744953,-1,1,-1,0,-569.092052,307882.74308800005,inf
C10147,1566.806897,0,5422.246733,9844.033752243999,-0.3916524397451535,-1,1,1,0,1074.606478,309449.54998500005,inf
C10148,0.0,0,5227.775123400001,9962.807791371019,-0.5247290957402468,-1,-1,1,0,-1566.806897,309449.54998500005,inf
C10149,3219.621433,0,1267.984244,1240.0129808416489,1.573884482786093,1,1,1,0,3219.621433,312669.17141800007,inf
C10150,4416.41268,1,1939.0082858,1855.33302770976,1.3352882513271112,1,1,1,0,1196.7912470000006,317085.5840980001,inf
C10151,698.854095,0,1980.3390209999998,1816.9501121388994,-0.7052945028256421,1,1,1,0,-3717.558585,317784.4381930001,inf
C10152,746.691026,0,1816.3158468000001,1898.788520979929,-0.5633196161560883,1,1,1,0,47.836930999999936,318531.1292190001,inf
C10153,1235.630069,0,2063.4418606,1669.9122561784188,-0.4957217294125625,1,1,1,0,488.9390430000001,319766.7592880001,inf
C10154,1955.198953,0,1810.5573646,1541.8852304212182,0.09380827155370461,1,1,1,0,719.568884,321721.95824100013,inf
C10155,1855.235407,0,1298.32191,593.5546843156665,0.9382682197885245,1,1,1,0,-99.96354600000018,323577.19364800013,inf
C10156,3685.61062,0,1895.6732149999996,1114.0995768824778,1.6066224618886236,1,1,-1,0,1830.375213,327262.8042680001,inf
C10157,2254.26002,0,2197.1870138,910.8708800628264,0.06265762519059088,1,1,1,0,-1431.3505999999998,329517.0642880001,inf
C10158,835.839952,0,2117.2289904,1026.5781360463895,-1.2482138411158368,1,1,1,0,-1418.4200680000001,330352.9042400001,inf
C10159,11717.30794,1,4069.6507878,4395.763824648508,1.7397789001577033,-1,-1,1,0,10881.467988,342070.21218000015,inf
C10160,2573.722764,0,4213.3482592,4316.302780319828,-0.37986804416869646,1,1,1,0,-9143.585176,344643.93494400015,inf
C10161,3104.275623,0,4097.0812598,4341.826337682639,-0.22866083523043207,1,1,1,0,530.5528589999999,347748.21056700015,inf
C10162,0.0,0,3646.2292558,4684.537620362623,-0.7783541410684094,1,-1,1,0,-3104.275623,347748.21056700015,inf
C10163,363.474455,0,3551.7561564000002,4759.546619087831,-0.6698708840488332,1,1,1,0,363.474455,348111.68502200017,inf
C10164,14373.3929,0,4082.9731484000004,5908.336578384698,1.7416779858559337,-1,-1,1,0,14009.918445000001,362485.07792200014,inf
C10165,439.407082,0,3656.110012,6118.015216662146,-0.5257755687235708,1,1,1,0,-13933.985818000001,362924.48500400013,inf
C10166,778.827993,0,3191.0204860000003,6257.258386331058,-0.38550309801324806,1,1,1,0,339.420911,363703.3129970001,inf
C10167,1009.185035,0,3392.8574930000004,6143.843124613383,-0.38797742872869967,1,1,1,0,230.35704199999998,364712.4980320001,inf
C10168,1110.886425,0,3542.3398870000005,6060.233881483528,-0.401214459631513,1,1,1,0,101.70138999999995,365823.38445700007,inf
C10169,422.711848,0,752.2036766,316.9416986985863,-1.0395975977693896,1,1,1,0,-688.174577,366246.0963050001,inf
C10170,367.109312,0,737.7441225999999,335.86408264345147,-1.1035261873877134,1,1,1,0,-55.602535999999986,366613.20561700006,inf
C10171,1346.365584,0,851.2516407999999,434.60647241778474,1.1392235841440708,1,1,1,0,979.2562719999999,367959.5712010001,inf
C10172,2916.071564,0,1232.6289465999998,1032.8148738778796,1.6299558226531223,1,1,1,0,1569.70598,370875.64276500006,inf
C10173,4756.654374,1,1961.7825363999996,1871.659386655237,1.4932587935215054,1,1,1,0,1840.5828099999999,375632.29713900003,inf
C10174,1202.711782,0,2117.7825231999996,1739.123722273948,-0.5261677070355417,1,1,1,0,-3553.9425919999994,376835.00892100006,inf
C10175,1795.012223,0,2403.3631053999998,1477.307340665222,-0.4117971025081777,1,1,1,0,592.3004409999999,378630.02114400006,inf
C10176,3621.266477,0,2858.3432839999996,1419.5737003452728,0.5374311969955771,1,1,1,0,1826.2542540000002,382251.2876210001,inf
C10177,10693.49585,1,4413.8281412,3786.4685208033893,1.658449733385772,-1,-1,1,0,7072.229372999999,392944.7834710001,inf
C10178,291.948834,0,3520.8870331999997,4190.316680204086,-0.7705714020265259,1,1,1,0,-10401.547015999999,393236.73230500007,inf
C10179,1423.788603,0,3565.1023973999995,4160.802983202305,-0.5146395546832565,1,1,1,0,1131.839769,394660.52090800006,inf
C10180,4639.513745,1,4134.002701799999,4051.2969712399818,0.12477758278117022,1,1,1,0,3215.7251420000002,399300.03465300007,inf
C10181,470.565984,0,3503.8626031999993,4382.479778233379,-0.692141612213611,1,1,1,0,-4168.947761,399770.60063700005,inf
C10182,0.0,0,1365.1634331999996,1906.6051142223978,-0.7160179226503212,1,-1,1,0,-470.565984,399770.60063700005,inf
C10183,2431.578544,0,1793.0893751999997,1844.6151902049685,0.34613678353643673,1,1,1,0,2431.578544,402202.17918100004,inf
C10184,2814.231227,0,2071.1778999999997,1879.5014154532098,0.39534597893390033,1,1,1,0,382.65268300000025,405016.41040800005,inf
C10185,831.375322,0,1309.5502153999996,1242.0225493846963,-0.38499695004481976,1,1,1,0,-1982.8559050000003,405847.78573000006,inf
C10186,1686.196344,0,1552.6762873999996,1152.4860502345596,0.11585394597429241,1,1,1,0,854.821022,407533.98207400006,inf
C10187,0.0,0,1552.6762873999996,1152.4860502345596,-1.3472408512745047,1,-1,1,0,-1686.196344,407533.98207400006,inf
C10188,17301.83238,1,4526.7270546,7217.192234639274,1.7700935363873564,-1,-1,1,0,17301.83238,424835.81445400004,inf
C10189,0.0,0,3963.8808092,7488.7597670516425,-0.5293107179963121,1,-1,1,0,-17301.83238,424835.81445400004,inf
C10190,441.588141,0,3885.923373,7531.428476694651,-0.45732828010757787,1,1,1,0,441.588141,425277.40259500005,inf
C10191,2612.760497,0,4071.2362036,7474.959867434992,-0.19511485445613114,1,1,1,0,2171.172356,427890.16309200006,inf
C10192,1186.062765,0,4308.448756600001,7330.8937491933875,-0.42592159952441744,1,1,1,0,-1426.6977320000003,429076.22585700004,inf
C10193,579.749308,0,964.0321422000001,1014.591270860759,-0.37875629845896674,1,1,1,0,-606.3134569999999,429655.97516500007,inf
C10194,0.0,0,964.0321422000001,1014.591270860759,-0.9501679837853665,1,-1,1,0,-579.749308,429655.97516500007,inf
C10196,277.522439,0,931.2190018000001,1038.0927360923413,-0.6297092158266021,1,1,1,0,277.522439,429933.4976040001,inf
C10197,254.392984,0,459.5454992,455.15884807600605,-0.45072729238857284,1,1,1,0,-23.129455000000007,430187.89058800007,inf
C10198,0.0,0,222.3329462,240.1479022150089,-0.9258167327272389,1,-1,1,0,-254.392984,430187.89058800007,inf
C10199,1647.880773,0,435.95923920000007,690.460579117362,1.7552363892363532,1,1,1,0,1647.880773,431835.7713610001,inf
C10200,1382.269127,0,712.4130646,746.7013464018062,0.8970869888314691,1,1,1,0,-265.61164600000006,433218.0404880001,inf
C10201,1110.870941,0,879.0827649999999,717.8085539937506,0.32291085793053675,1,1,1,0,-271.3981860000001,434328.9114290001,inf
C10202,1412.597253,0,1110.7236188,649.4438854551861,0.46481865633151814,1,1,1,0,301.726312,435741.5086820001,inf
C10203,2422.911622,0,1595.3059432,500.28484241425826,1.6542689456793607,1,1,1,0,1010.3143690000002,438164.4203040001,inf
C10204,1043.55929,0,1474.4416466,554.4725105502685,-0.7771031897909325,1,1,1,0,-1379.3523320000002,439207.9795940001,inf
C10205,541.722532,0,1306.3323275999999,698.1984885262285,-1.095118090579018,1,1,1,0,-501.8367579999999,439749.7021260001,inf
C10206,2976.579866,0,1679.4741126000001,1000.6588135868275,1.2962517651251864,1,1,1,0,2434.8573340000003,442726.28199200006,inf
C10207,1212.054219,0,1639.3655058,1017.9006388005018,-0.419796658447474,1,1,1,0,-1764.525647,443938.33621100005,inf
C10208,1249.835142,0,1404.7502098,922.910416075971,-0.1678549348902873,1,1,1,0,37.7809229999998,445188.17135300004,inf
C10209,376.758504,0,1271.3900526,1030.1016883555312,-0.8684885761406743,1,1,1,0,-873.0766379999999,445564.92985700007,inf
C10211,4720.900413,1,2107.2256288,1740.5487236136303,1.5016383906643156,1,1,1,0,4344.141909,450285.8302700001,inf
C10212,9423.715495,1,3396.6527545999998,3760.989731633738,1.6025203923600988,-1,1,1,0,4702.815082,459709.5457650001,inf
C10213,130.107234,0,3180.2633576,3944.740234367587,-0.7732210341827476,1,1,1,0,-9293.608261000001,459839.6529990001,inf
C10214,2591.391006,0,3448.5745304,3824.400776272067,-0.2241353808205117,1,1,1,0,2461.2837719999998,462431.0440050001,inf
